RootCAX22,RootCAX23,RootCOL00,RootRBOHD,RootCAX22|RootCAX23,RootCAX22|RootCOL00,RootCAX22|RootRBOHD,RootCAX23|RootCOL00,RootCAX23|RootRBOHD,RootCOL00|RootRBOHD,RootCAX22|RootCAX23|RootCOL00,RootCAX22|RootCAX23|RootRBOHD,RootCAX22|RootCOL00|RootRBOHD,RootCAX23|RootCOL00|RootRBOHD,RootCAX22|RootCAX23|RootCOL00|RootRBOHD
,AT5G18660.1,,,,,,,,,,,,,
,AT5G52970.1,,,,,,,,,,,,,
,ATCG00200.1,,,,,,,,,,,,,
,AT1G31173.1,,,,,,,,,,,,,
,AT4G09010.1,,,,,,,,,,,,,
,AT3G27835.1,,,,,,,,,,,,,
,ATCG00290.1,,,,,,,,,,,,,
,AT3G53470.1,,,,,,,,,,,,,
,AT3G53470.2,,,,,,,,,,,,,
,AT1G51500.1,,,,,,,,,,,,,
,AT3G23700.1,,,,,,,,,,,,,
,AT2G33380.2,,,,,,,,,,,,,
,AT1G05010.1,,,,,,,,,,,,,
,AT3G55630.1,,,,,,,,,,,,,
,AT2G47400.1,,,,,,,,,,,,,
,AT3G09580.1,,,,,,,,,,,,,
,AT1G80080.1,,,,,,,,,,,,,
,AT5G46450.1,,,,,,,,,,,,,
,AT4G23180.1,,,,,,,,,,,,,
,AT2G27290.1,,,,,,,,,,,,,
,AT2G40435.1,,,,,,,,,,,,,
,AT5G07020.1,,,,,,,,,,,,,
,AT5G02120.1,,,,,,,,,,,,,
,AT2G26975.1,,,,,,,,,,,,,
,AT1G15125.1,,,,,,,,,,,,,
,AT3G46370.1,,,,,,,,,,,,,
,AT3G05180.1,,,,,,,,,,,,,
,AT2G41100.1,,,,,,,,,,,,,
,AT2G41100.4,,,,,,,,,,,,,
,AT2G31070.1,,,,,,,,,,,,,
,AT5G18600.1,,,,,,,,,,,,,
,AT1G52400.1,,,,,,,,,,,,,
,AT1G52400.2,,,,,,,,,,,,,
,AT2G41100.3,,,,,,,,,,,,,
,AT2G41100.2,,,,,,,,,,,,,
,AT3G26710.1,,,,,,,,,,,,,
,AT5G35490.1,,,,,,,,,,,,,
,AT1G52400.3,,,,,,,,,,,,,
,AT2G20180.1,,,,,,,,,,,,,
,AT5G45930.1,,,,,,,,,,,,,
,AT5G40060.1,,,,,,,,,,,,,
,AT4G16950.2,,,,,,,,,,,,,
,AT5G44190.1,,,,,,,,,,,,,
,AT2G33380.1,,,,,,,,,,,,,
,AT3G02150.2,,,,,,,,,,,,,
,AT1G04420.1,,,,,,,,,,,,,
,AT4G16950.1,,,,,,,,,,,,,
,AT3G02150.1,,,,,,,,,,,,,
,AT2G39920.2,,,,,,,,,,,,,
,AT2G39920.1,,,,,,,,,,,,,
,AT2G39920.3,,,,,,,,,,,,,
,AT5G52860.1,,,,,,,,,,,,,
,AT2G20180.2,,,,,,,,,,,,,
,AT1G35350.1,,,,,,,,,,,,,
,AT4G18480.1,,,,,,,,,,,,,
,AT1G75100.1,,,,,,,,,,,,,
,AT3G25920.1,,,,,,,,,,,,,
,AT1G52030.1,,,,,,,,,,,,,
,AT2G39030.1,,,,,,,,,,,,,
,AT4G39710.2,,,,,,,,,,,,,
,AT5G43440.1,,,,,,,,,,,,,
,AT5G22460.1,,,,,,,,,,,,,
,AT4G39710.1,,,,,,,,,,,,,
,AT2G15060.1,,,,,,,,,,,,,
,AT2G47450.1,,,,,,,,,,,,,
,AT1G52100.1,,,,,,,,,,,,,
,AT5G52710.1,,,,,,,,,,,,,
,AT5G43440.2,,,,,,,,,,,,,
,AT3G10570.1,,,,,,,,,,,,,
,AT1G52510.1,,,,,,,,,,,,,
,AT1G07720.1,,,,,,,,,,,,,
,AT1G52510.2,,,,,,,,,,,,,
,AT1G52030.2,,,,,,,,,,,,,
,AT2G25080.1,,,,,,,,,,,,,
,AT4G22520.1,,,,,,,,,,,,,
,AT5G38980.1,,,,,,,,,,,,,
,AT4G21650.1,,,,,,,,,,,,,
,AT4G01050.1,,,,,,,,,,,,,
,AT2G27680.1,,,,,,,,,,,,,
,AT4G36540.1,,,,,,,,,,,,,
,ATCG00400.1,,,,,,,,,,,,,
,AT3G12320.1,,,,,,,,,,,,,
,AT5G22460.2,,,,,,,,,,,,,
,AT1G62360.1,,,,,,,,,,,,,
,AT4G36540.2,,,,,,,,,,,,,
,AT1G52100.2,,,,,,,,,,,,,
,AT2G47240.1,,,,,,,,,,,,,
,AT1G12860.1,,,,,,,,,,,,,
,AT4G31870.1,,,,,,,,,,,,,
,AT2G20180.3,,,,,,,,,,,,,
,AT4G20360.1,,,,,,,,,,,,,
,AT1G51470.1,,,,,,,,,,,,,
,AT1G66840.1,,,,,,,,,,,,,
,ATCG00030.1,,,,,,,,,,,,,
,AT4G29060.1,,,,,,,,,,,,,
,AT2G47240.2,,,,,,,,,,,,,
,ATCG00090.1,,,,,,,,,,,,,
,AT4G33220.1,,,,,,,,,,,,,
,AT5G58330.2,,,,,,,,,,,,,
,AT5G58330.1,,,,,,,,,,,,,
,AT5G58330.3,,,,,,,,,,,,,
,AT2G37025.1,,,,,,,,,,,,,
,AT4G03060.1,,,,,,,,,,,,,
,AT1G60000.1,,,,,,,,,,,,,
,AT5G03350.1,,,,,,,,,,,,,
,AT4G29060.2,,,,,,,,,,,,,
,AT5G44680.1,,,,,,,,,,,,,
,AT2G29320.1,,,,,,,,,,,,,
,AT1G03680.1,,,,,,,,,,,,,
,AT5G14320.1,,,,,,,,,,,,,
,AT2G26215.1,,,,,,,,,,,,,
,AT2G04570.1,,,,,,,,,,,,,
,AT5G16400.1,,,,,,,,,,,,,
,AT5G25120.1,,,,,,,,,,,,,
,AT4G22690.1,,,,,,,,,,,,,
,ATCG00940.1,,,,,,,,,,,,,
,AT5G08760.1,,,,,,,,,,,,,
,AT4G16400.1,,,,,,,,,,,,,
,AT2G43030.1,,,,,,,,,,,,,
,AT1G64710.2,,,,,,,,,,,,,
,AT1G43670.1,,,,,,,,,,,,,
,AT3G53130.1,,,,,,,,,,,,,
,AT1G64510.1,,,,,,,,,,,,,
,AT1G76450.1,,,,,,,,,,,,,
,AT5G35790.1,,,,,,,,,,,,,
,AT5G52190.1,,,,,,,,,,,,,
,AT1G64710.1,,,,,,,,,,,,,
,AT5G62360.1,,,,,,,,,,,,,
,ATCG01000.1,,,,,,,,,,,,,
,AT5G14320.2,,,,,,,,,,,,,
,AT1G28600.1,,,,,,,,,,,,,
,AT1G52040.1,,,,,,,,,,,,,
,AT1G73885.1,,,,,,,,,,,,,
,AT5G45650.1,,,,,,,,,,,,,
,AT4G16980.1,,,,,,,,,,,,,
,AT4G26700.1,,,,,,,,,,,,,
,AT1G64900.1,,,,,,,,,,,,,
,AT4G26700.2,,,,,,,,,,,,,
,AT3G27831.1,,,,,,,,,,,,,
,AT5G24420.1,,,,,,,,,,,,,
,AT4G26700.3,,,,,,,,,,,,,
,AT4G17860.1,,,,,,,,,,,,,
,AT5G38510.2,,,,,,,,,,,,,
,AT3G63540.1,,,,,,,,,,,,,
,AT5G38510.1,,,,,,,,,,,,,
,AT3G53720.1,,,,,,,,,,,,,
,AT5G37360.1,,,,,,,,,,,,,
,AT4G27700.1,,,,,,,,,,,,,
,AT1G14280.1,,,,,,,,,,,,,
,AT1G65570.1,,,,,,,,,,,,,
,AT4G03450.1,,,,,,,,,,,,,
,AT1G12570.1,,,,,,,,,,,,,
,AT5G24490.1,,,,,,,,,,,,,
,AT3G42383.1,,,,,,,,,,,,,
,AT4G01490.1,,,,,,,,,,,,,
,AT2G02120.1,,,,,,,,,,,,,
,AT4G24350.1,,,,,,,,,,,,,
,AT4G24350.2,,,,,,,,,,,,,
,AT4G11100.2,,,,,,,,,,,,,
,AT3G26320.1,,,,,,,,,,,,,
,AT4G38770.1,,,,,,,,,,,,,
,AT3G16220.1,,,,,,,,,,,,,
,AT1G28600.2,,,,,,,,,,,,,
,AT1G73655.1,,,,,,,,,,,,,
,AT5G55220.1,,,,,,,,,,,,,
,AT4G13250.1,,,,,,,,,,,,,
,AT4G11521.1,,,,,,,,,,,,,
,AT4G26260.1,,,,,,,,,,,,,
,AT2G32530.1,,,,,,,,,,,,,
,AT5G14120.1,,,,,,,,,,,,,
,AT5G52100.1,,,,,,,,,,,,,
,AT3G23760.1,,,,,,,,,,,,,
,AT4G38690.1,,,,,,,,,,,,,
,AT4G11100.1,,,,,,,,,,,,,
,AT1G23390.1,,,,,,,,,,,,,
,ATCG00540.1,,,,,,,,,,,,,
,ATCG00040.1,,,,,,,,,,,,,
,AT3G27850.1,,,,,,,,,,,,,
,AT5G67370.1,,,,,,,,,,,,,
,AT2G03410.1,,,,,,,,,,,,,
,AT2G46220.1,,,,,,,,,,,,,
,AT4G26260.2,,,,,,,,,,,,,
,AT2G23672.1,,,,,,,,,,,,,
,AT4G25080.2,,,,,,,,,,,,,
,AT1G60600.2,,,,,,,,,,,,,
,AT3G44880.1,,,,,,,,,,,,,
,AT2G29670.1,,,,,,,,,,,,,
,AT2G39850.1,,,,,,,,,,,,,
,AT1G60600.1,,,,,,,,,,,,,
,AT2G25735.1,,,,,,,,,,,,,
,AT1G18170.1,,,,,,,,,,,,,
,AT4G24930.1,,,,,,,,,,,,,
,AT1G63350.1,,,,,,,,,,,,,
,AT3G50570.1,,,,,,,,,,,,,
,AT2G38230.1,,,,,,,,,,,,,
,AT5G14910.1,,,,,,,,,,,,,
,AT2G23670.1,,,,,,,,,,,,,
,AT3G09390.1,,,,,,,,,,,,,
,AT4G33470.1,,,,,,,,,,,,,
,AT4G13250.2,,,,,,,,,,,,,
,AT1G11530.1,,,,,,,,,,,,,
,AT1G60000.2,,,,,,,,,,,,,
,ATCG00530.1,,,,,,,,,,,,,
,AT2G43530.1,,,,,,,,,,,,,
,AT1G80440.1,,,,,,,,,,,,,
,AT1G03400.1,,,,,,,,,,,,,
,AT1G29680.1,,,,,,,,,,,,,
,AT4G00050.1,,,,,,,,,,,,,
,AT5G05740.3,,,,,,,,,,,,,
,AT2G28630.1,,,,,,,,,,,,,
,AT5G48790.1,,,,,,,,,,,,,
,AT3G04550.1,,,,,,,,,,,,,
,AT2G27420.1,,,,,,,,,,,,,
,AT5G05740.2,,,,,,,,,,,,,
,AT1G80380.4,,,,,,,,,,,,,
,AT4G35810.1,,,,,,,,,,,,,
,AT1G75040.1,,,,,,,,,,,,,
,AT1G80380.2,,,,,,,,,,,,,
,AT1G80380.3,,,,,,,,,,,,,
,AT3G56060.1,,,,,,,,,,,,,
,AT3G18010.1,,,,,,,,,,,,,
,AT1G22890.1,,,,,,,,,,,,,
,AT4G25080.4,,,,,,,,,,,,,
,ATCG00450.1,,,,,,,,,,,,,
,AT5G27890.1,,,,,,,,,,,,,
,AT4G25080.3,,,,,,,,,,,,,
,AT4G25080.1,,,,,,,,,,,,,
,AT5G08410.1,,,,,,,,,,,,,
,AT5G05740.1,,,,,,,,,,,,,
,AT1G80380.1,,,,,,,,,,,,,
,AT2G46440.1,,,,,,,,,,,,,
,AT4G25080.5,,,,,,,,,,,,,
,AT3G08740.1,,,,,,,,,,,,,
,AT5G18020.1,,,,,,,,,,,,,
,AT4G28030.1,,,,,,,,,,,,,
,AT1G22370.2,,,,,,,,,,,,,
,AT3G08920.1,,,,,,,,,,,,,
,AT1G64150.1,,,,,,,,,,,,,
,AT3G22420.2,,,,,,,,,,,,,
,AT5G04490.1,,,,,,,,,,,,,
,AT4G39970.1,,,,,,,,,,,,,
,AT2G47910.1,,,,,,,,,,,,,
,AT2G33800.1,,,,,,,,,,,,,
,AT1G22430.1,,,,,,,,,,,,,
,AT3G11090.1,,,,,,,,,,,,,
,AT5G46260.1,,,,,,,,,,,,,
,AT5G35170.1,,,,,,,,,,,,,
,AT5G25140.1,,,,,,,,,,,,,
,AT3G15850.1,,,,,,,,,,,,,
,AT5G57550.1,,,,,,,,,,,,,
,AT5G57560.1,,,,,,,,,,,,,
,AT1G22430.2,,,,,,,,,,,,,
,AT3G26290.1,,,,,,,,,,,,,
,ATCG00100.1,,,,,,,,,,,,,
,AT5G23235.1,,,,,,,,,,,,,
,AT5G35170.2,,,,,,,,,,,,,
,AT4G28030.2,,,,,,,,,,,,,
,AT3G22420.1,,,,,,,,,,,,,
,AT1G08550.2,,,,,,,,,,,,,
,AT3G54500.1,,,,,,,,,,,,,
,AT4G18740.3,,,,,,,,,,,,,
,AT2G13610.1,,,,,,,,,,,,,
,AT3G54500.4,,,,,,,,,,,,,
,AT3G54500.3,,,,,,,,,,,,,
,AT3G54500.2,,,,,,,,,,,,,
,AT1G35680.1,,,,,,,,,,,,,
,AT1G52770.1,,,,,,,,,,,,,
,AT4G12917.1,,,,,,,,,,,,,
,AT1G67700.1,,,,,,,,,,,,,
,AT1G67700.3,,,,,,,,,,,,,
,AT3G12780.1,,,,,,,,,,,,,
,AT1G67700.2,,,,,,,,,,,,,
,AT3G52380.1,,,,,,,,,,,,,
,AT3G10405.1,,,,,,,,,,,,,
,AT1G08550.1,,,,,,,,,,,,,
,AT3G63490.1,,,,,,,,,,,,,
,AT2G15042.1,,,,,,,,,,,,,
,AT2G05620.1,,,,,,,,,,,,,
,AT2G26910.1,,,,,,,,,,,,,
,AT3G19270.1,,,,,,,,,,,,,
,AT3G63490.2,,,,,,,,,,,,,
,AT3G59780.1,,,,,,,,,,,,,
,AT2G34860.1,,,,,,,,,,,,,
,AT2G34860.2,,,,,,,,,,,,,
,AT1G28230.1,,,,,,,,,,,,,
,AT1G17840.1,,,,,,,,,,,,,
,AT3G22150.1,,,,,,,,,,,,,
,AT2G32290.1,,,,,,,,,,,,,
,AT4G32980.1,,,,,,,,,,,,,
,AT1G50900.1,,,,,,,,,,,,,
,AT1G74970.1,,,,,,,,,,,,,
,AT1G70760.1,,,,,,,,,,,,,
,AT3G59940.1,,,,,,,,,,,,,
,AT2G37660.1,,,,,,,,,,,,,
,AT5G10150.1,,,,,,,,,,,,,
,AT1G54500.1,,,,,,,,,,,,,
,AT3G18050.1,,,,,,,,,,,,,
,AT2G21280.1,,,,,,,,,,,,,
,AT5G42900.1,,,,,,,,,,,,,
,AT5G44130.1,,,,,,,,,,,,,
,AT3G62030.3,,,,,,,,,,,,,
,AT4G17560.1,,,,,,,,,,,,,
,AT5G42900.2,,,,,,,,,,,,,
,AT5G08050.1,,,,,,,,,,,,,
,AT5G15410.1,,,,,,,,,,,,,
,AT5G42900.3,,,,,,,,,,,,,
,AT1G62290.1,,,,,,,,,,,,,
,AT2G24090.1,,,,,,,,,,,,,
,AT1G62290.2,,,,,,,,,,,,,
,AT3G27845.1,,,,,,,,,,,,,
,AT3G27840.1,,,,,,,,,,,,,
,AT4G18740.2,,,,,,,,,,,,,
,AT5G15410.2,,,,,,,,,,,,,
,AT1G49750.1,,,,,,,,,,,,,
,AT2G32680.1,,,,,,,,,,,,,
,AT1G34245.1,,,,,,,,,,,,,
,AT1G65450.1,,,,,,,,,,,,,
,AT3G07040.1,,,,,,,,,,,,,
,AT5G13720.1,,,,,,,,,,,,,
,ATCG00520.1,,,,,,,,,,,,,
,AT3G10520.1,,,,,,,,,,,,,
,AT1G73110.1,,,,,,,,,,,,,
,AT4G18740.1,,,,,,,,,,,,,
,AT1G34060.1,,,,,,,,,,,,,
,AT3G54210.1,,,,,,,,,,,,,
,ATCG00460.1,,,,,,,,,,,,,
,AT2G40490.1,,,,,,,,,,,,,
,AT5G06290.1,,,,,,,,,,,,,
,AT2G46640.1,,,,,,,,,,,,,
,AT5G13170.1,,,,,,,,,,,,,
,AT1G67265.1,,,,,,,,,,,,,
,AT3G10060.1,,,,,,,,,,,,,
,AT1G14270.1,,,,,,,,,,,,,
,AT1G62750.1,,,,,,,,,,,,,
,AT4G03400.1,,,,,,,,,,,,,
,AT1G14270.3,,,,,,,,,,,,,
,AT3G21670.1,,,,,,,,,,,,,
,AT2G26440.1,,,,,,,,,,,,,
,AT5G23940.1,,,,,,,,,,,,,
,AT2G38995.1,,,,,,,,,,,,,
,AT2G38995.2,,,,,,,,,,,,,
,AT2G40880.1,,,,,,,,,,,,,
,AT5G15960.1,,,,,,,,,,,,,
,AT1G64720.1,,,,,,,,,,,,,
,AT5G47900.3,,,,,,,,,,,,,
,AT5G47900.2,,,,,,,,,,,,,
,AT5G47900.5,,,,,,,,,,,,,
,AT4G24540.1,,,,,,,,,,,,,
,AT4G17680.1,,,,,,,,,,,,,
,AT2G46640.2,,,,,,,,,,,,,
,AT2G46640.3,,,,,,,,,,,,,
,AT5G47190.1,,,,,,,,,,,,,
,AT1G32990.1,,,,,,,,,,,,,
,AT1G14270.2,,,,,,,,,,,,,
,AT3G55710.1,,,,,,,,,,,,,
,AT1G14270.4,,,,,,,,,,,,,
,AT3G09160.1,,,,,,,,,,,,,
,AT2G09388.1,,,,,,,,,,,,,
,AT2G09840.1,,,,,,,,,,,,,
,AT3G27160.1,,,,,,,,,,,,,
,AT1G24145.1,,,,,,,,,,,,,
,AT3G52150.2,,,,,,,,,,,,,
,AT5G19855.1,,,,,,,,,,,,,
,AT5G08070.1,,,,,,,,,,,,,
,AT3G52150.1,,,,,,,,,,,,,
,AT4G36870.2,,,,,,,,,,,,,
,AT2G32160.3,,,,,,,,,,,,,
,AT5G54600.2,,,,,,,,,,,,,
,AT3G56010.1,,,,,,,,,,,,,
,AT1G33960.1,,,,,,,,,,,,,
,AT5G62470.2,,,,,,,,,,,,,
,AT5G54600.1,,,,,,,,,,,,,
,AT1G78230.1,,,,,,,,,,,,,
,AT3G04110.1,,,,,,,,,,,,,
,AT3G44890.1,,,,,,,,,,,,,
,AT4G04890.1,,,,,,,,,,,,,
,AT4G36870.1,,,,,,,,,,,,,
,AT1G72920.1,,,,,,,,,,,,,
,AT5G60600.2,,,,,,,,,,,,,
,AT5G60600.1,,,,,,,,,,,,,
,AT5G60600.3,,,,,,,,,,,,,
,AT1G08465.1,,,,,,,,,,,,,
,AT3G26070.1,,,,,,,,,,,,,
,AT3G14450.1,,,,,,,,,,,,,
,AT5G62470.1,,,,,,,,,,,,,
,AT2G30950.1,,,,,,,,,,,,,
,AT1G78820.1,,,,,,,,,,,,,
,AT2G28210.1,,,,,,,,,,,,,
,AT4G24770.1,,,,,,,,,,,,,
,AT3G09162.1,,,,,,,,,,,,,
,AT1G75960.1,,,,,,,,,,,,,
,AT5G19190.1,,,,,,,,,,,,,
,AT4G17680.2,,,,,,,,,,,,,
,AT2G47910.2,,,,,,,,,,,,,
,AT1G29070.1,,,,,,,,,,,,,
,AT4G01915.2,,,,,,,,,,,,,
,AT3G16000.1,,,,,,,,,,,,,
,AT2G32160.1,,,,,,,,,,,,,
,AT2G32160.2,,,,,,,,,,,,,
,AT4G26520.1,,,,,,,,,,,,,
,ATCG00510.1,,,,,,,,,,,,,
,AT1G51270.1,,,,,,,,,,,,,
,ATCG00240.1,,,,,,,,,,,,,
,AT4G01915.1,,,,,,,,,,,,,
,AT1G58290.1,,,,,,,,,,,,,
,AT3G26170.1,,,,,,,,,,,,,
,AT3G27830.1,,,,,,,,,,,,,
,AT5G44568.1,,,,,,,,,,,,,
,AT2G24820.1,,,,,,,,,,,,,
,AT5G57040.1,,,,,,,,,,,,,
,AT3G48360.1,,,,,,,,,,,,,
,AT2G34960.1,,,,,,,,,,,,,
,AT4G23220.1,,,,,,,,,,,,,
,AT3G01660.1,,,,,,,,,,,,,
,AT3G24430.1,,,,,,,,,,,,,
,AT5G46240.1,,,,,,,,,,,,,
,AT1G48350.1,,,,,,,,,,,,,
,AT5G55930.1,,,,,,,,,,,,,
,AT4G02530.1,,,,,,,,,,,,,
,AT3G13120.1,,,,,,,,,,,,,
,AT5G02810.1,,,,,,,,,,,,,
,AT1G51270.3,,,,,,,,,,,,,
,AT3G13120.2,,,,,,,,,,,,,
,AT2G15890.2,,,,,,,,,,,,,
,AT2G32179.1,,,,,,,,,,,,,
,AT2G15890.1,,,,,,,,,,,,,
,AT5G41410.1,,,,,,,,,,,,,
,AT2G32180.1,,,,,,,,,,,,,
,ATCG00260.1,,,,,,,,,,,,,
,AT1G51270.2,,,,,,,,,,,,,
,AT3G62030.1,,,,,,,,,,,,,
,AT3G62030.2,,,,,,,,,,,,,
,AT1G75380.2,,,,,,,,,,,,,
,AT1G75380.3,,,,,,,,,,,,,
,AT5G56100.1,,,,,,,,,,,,,
,AT1G75380.1,,,,,,,,,,,,,
,AT3G11110.1,,,,,,,,,,,,,
,AT1G78630.1,,,,,,,,,,,,,
,AT1G07320.3,,,,,,,,,,,,,
,AT4G35250.1,,,,,,,,,,,,,
,AT2G42380.1,,,,,,,,,,,,,
,AT1G17220.1,,,,,,,,,,,,,
,AT5G58120.1,,,,,,,,,,,,,
,AT2G42380.2,,,,,,,,,,,,,
,AT3G61950.1,,,,,,,,,,,,,
,AT3G61950.2,,,,,,,,,,,,,
,AT4G27710.1,,,,,,,,,,,,,
,AT3G11170.1,,,,,,,,,,,,,
,AT5G20260.1,,,,,,,,,,,,,
,AT3G15310.1,,,,,,,,,,,,,
,AT2G31040.1,,,,,,,,,,,,,
,AT5G40500.1,,,,,,,,,,,,,
,AT3G53460.2,,,,,,,,,,,,,
,AT4G22470.1,,,,,,,,,,,,,
,AT4G05130.1,,,,,,,,,,,,,
,AT5G56810.1,,,,,,,,,,,,,
,AT5G51545.1,,,,,,,,,,,,,
,AT5G30510.1,,,,,,,,,,,,,
,AT3G44020.1,,,,,,,,,,,,,
,AT1G77060.1,,,,,,,,,,,,,
,AT4G24510.1,,,,,,,,,,,,,
,AT5G62230.2,,,,,,,,,,,,,
,AT2G06002.1,,,,,,,,,,,,,
,AT1G29430.1,,,,,,,,,,,,,
,AT5G08150.1,,,,,,,,,,,,,
,AT5G40500.2,,,,,,,,,,,,,
,AT1G72030.1,,,,,,,,,,,,,
,AT4G01310.1,,,,,,,,,,,,,
,AT5G58250.1,,,,,,,,,,,,,
,AT1G31290.1,,,,,,,,,,,,,
,AT4G27800.3,,,,,,,,,,,,,
,AT4G27800.1,,,,,,,,,,,,,
,AT2G20670.1,,,,,,,,,,,,,
,AT5G05580.1,,,,,,,,,,,,,
,AT4G19820.1,,,,,,,,,,,,,
,AT3G61280.1,,,,,,,,,,,,,
,AT4G27800.2,,,,,,,,,,,,,
,AT5G05580.2,,,,,,,,,,,,,
,AT3G26580.1,,,,,,,,,,,,,
,AT1G07320.4,,,,,,,,,,,,,
,AT1G07320.1,,,,,,,,,,,,,
,AT1G07320.2,,,,,,,,,,,,,
,AT2G29450.1,,,,,,,,,,,,,
,AT2G28800.1,,,,,,,,,,,,,
,AT2G28800.3,,,,,,,,,,,,,
,AT4G29030.1,,,,,,,,,,,,,
,AT1G17200.2,,,,,,,,,,,,,
,AT1G08900.2,,,,,,,,,,,,,
,AT4G28850.1,,,,,,,,,,,,,
,AT1G08900.3,,,,,,,,,,,,,
,AT3G61280.2,,,,,,,,,,,,,
,AT2G40520.1,,,,,,,,,,,,,
,AT5G15850.1,,,,,,,,,,,,,
,AT1G17200.1,,,,,,,,,,,,,
,AT5G02760.1,,,,,,,,,,,,,
,ATCG00310.1,,,,,,,,,,,,,
,AT3G56650.1,,,,,,,,,,,,,
,AT2G28800.2,,,,,,,,,,,,,
,AT4G33010.2,,,,,,,,,,,,,
,AT4G33010.1,,,,,,,,,,,,,
,AT1G08900.1,,,,,,,,,,,,,
,ATMG01230.1,,,,,,,,,,,,,
,AT3G61550.1,,,,,,,,,,,,,
,AT2G28800.4,,,,,,,,,,,,,
,AT5G62230.1,,,,,,,,,,,,,
,AT1G43560.1,,,,,,,,,,,,,
,AT5G53210.1,,,,,,,,,,,,,
,AT1G08980.1,,,,,,,,,,,,,
,AT4G31850.1,,,,,,,,,,,,,
,AT4G27820.1,,,,,,,,,,,,,
,ATMG01180.1,,,,,,,,,,,,,
,AT3G56910.1,,,,,,,,,,,,,
,AT3G15520.1,,,,,,,,,,,,,
,AT1G16880.2,,,,,,,,,,,,,
,AT3G10840.1,,,,,,,,,,,,,
,ATMG01140.1,,,,,,,,,,,,,
,ATMG01150.1,,,,,,,,,,,,,
,AT4G13564.1,,,,,,,,,,,,,
,AT1G32220.1,,,,,,,,,,,,,
,ATCG00860.1,,,,,,,,,,,,,
,AT1G74070.1,,,,,,,,,,,,,
,AT1G12250.1,,,,,,,,,,,,,
,AT1G56540.1,,,,,,,,,,,,,
,AT3G02380.1,,,,,,,,,,,,,
,AT5G21930.1,,,,,,,,,,,,,
,AT1G16260.1,,,,,,,,,,,,,
,AT1G16260.2,,,,,,,,,,,,,
,AT2G40520.2,,,,,,,,,,,,,
,AT4G25940.1,,,,,,,,,,,,,
,AT2G40520.3,,,,,,,,,,,,,
,AT2G40520.4,,,,,,,,,,,,,
,ATMG01240.1,,,,,,,,,,,,,
,AT5G49360.1,,,,,,,,,,,,,
,AT2G01870.1,,,,,,,,,,,,,
,AT4G30140.1,,,,,,,,,,,,,
,ATMG01070.1,,,,,,,,,,,,,
,ATMG01060.1,,,,,,,,,,,,,
,ATMG00920.1,,,,,,,,,,,,,
,AT5G50335.1,,,,,,,,,,,,,
,AT3G46970.1,,,,,,,,,,,,,
,AT5G56544.1,,,,,,,,,,,,,
,ATMG00910.1,,,,,,,,,,,,,
,AT3G53460.4,,,,,,,,,,,,,
,ATMG00760.1,,,,,,,,,,,,,
,ATMG00790.1,,,,,,,,,,,,,
,ATMG00800.1,,,,,,,,,,,,,
,ATMG00890.1,,,,,,,,,,,,,
,ATMG00900.1,,,,,,,,,,,,,
,ATMG00930.1,,,,,,,,,,,,,
,ATMG00950.1,,,,,,,,,,,,,
,ATMG00840.1,,,,,,,,,,,,,
,ATMG00740.1,,,,,,,,,,,,,
,ATMG00750.1,,,,,,,,,,,,,
,ATMG00870.1,,,,,,,,,,,,,
,ATMG00700.1,,,,,,,,,,,,,
,ATMG00940.1,,,,,,,,,,,,,
,AT1G14520.2,,,,,,,,,,,,,
,ATMG00770.1,,,,,,,,,,,,,
,ATMG00850.1,,,,,,,,,,,,,
,AT3G53460.1,,,,,,,,,,,,,
,ATMG00780.1,,,,,,,,,,,,,
,ATMG00880.1,,,,,,,,,,,,,
,ATMG00820.1,,,,,,,,,,,,,
,AT3G18500.1,,,,,,,,,,,,,
,AT5G08650.1,,,,,,,,,,,,,
,AT3G53460.3,,,,,,,,,,,,,
,AT4G34620.1,,,,,,,,,,,,,
,AT2G40100.1,,,,,,,,,,,,,
,AT5G63160.1,,,,,,,,,,,,,
,AT3G14930.3,,,,,,,,,,,,,
,AT3G14930.1,,,,,,,,,,,,,
,AT1G12250.2,,,,,,,,,,,,,
,AT1G53940.1,,,,,,,,,,,,,
,AT5G11060.1,,,,,,,,,,,,,
,ATMG01040.1,,,,,,,,,,,,,
,AT5G17230.3,,,,,,,,,,,,,
,AT5G17230.2,,,,,,,,,,,,,
,ATMG01010.1,,,,,,,,,,,,,
,AT4G28660.1,,,,,,,,,,,,,
,AT2G33450.1,,,,,,,,,,,,,
,AT1G51270.4,,,,,,,,,,,,,
,AT5G17230.1,,,,,,,,,,,,,
,AT1G55450.1,,,,,,,,,,,,,
,AT3G18500.2,,,,,,,,,,,,,
,AT1G77120.1,,,,,,,,,,,,,
,AT3G14930.2,,,,,,,,,,,,,
,AT5G24314.1,,,,,,,,,,,,,
,AT2G25470.1,,,,,,,,,,,,,
,AT5G21930.3,,,,,,,,,,,,,
,AT4G24090.1,,,,,,,,,,,,,
,AT3G18500.3,,,,,,,,,,,,,
,AT5G39535.1,,,,,,,,,,,,,
,AT4G28660.2,,,,,,,,,,,,,
,AT1G16880.1,,,,,,,,,,,,,
,AT1G07010.3,,,,,,,,,,,,,
,AT5G24314.2,,,,,,,,,,,,,
,AT5G46270.1,,,,,,,,,,,,,
,AT5G22800.1,,,,,,,,,,,,,
