RootCAX22,RootCAX23,RootCOL00,RootRBOHD,RootCAX22|RootCAX23,RootCAX22|RootCOL00,RootCAX22|RootRBOHD,RootCAX23|RootCOL00,RootCAX23|RootRBOHD,RootCOL00|RootRBOHD,RootCAX22|RootCAX23|RootCOL00,RootCAX22|RootCAX23|RootRBOHD,RootCAX22|RootCOL00|RootRBOHD,RootCAX23|RootCOL00|RootRBOHD,RootCAX22|RootCAX23|RootCOL00|RootRBOHD
,AT3G17700.1,,,,,,,,,,,,,
,AT3G44620.1,,,,,,,,,,,,,
,AT2G26870.1,,,,,,,,,,,,,
,AT1G30110.2,,,,,,,,,,,,,
,AT3G16850.1,,,,,,,,,,,,,
,AT3G13740.1,,,,,,,,,,,,,
,AT3G63052.1,,,,,,,,,,,,,
,AT4G29070.1,,,,,,,,,,,,,
,AT1G64670.1,,,,,,,,,,,,,
,AT4G30120.1,,,,,,,,,,,,,
,AT3G58070.1,,,,,,,,,,,,,
,AT5G42765.1,,,,,,,,,,,,,
,AT5G49630.1,,,,,,,,,,,,,
,AT5G28120.1,,,,,,,,,,,,,
,AT1G61360.1,,,,,,,,,,,,,
,AT5G15240.1,,,,,,,,,,,,,
,AT1G04380.1,,,,,,,,,,,,,
,AT4G13395.1,,,,,,,,,,,,,
,AT5G26280.1,,,,,,,,,,,,,
,AT5G23750.1,,,,,,,,,,,,,
,AT5G23750.2,,,,,,,,,,,,,
,AT1G02940.1,,,,,,,,,,,,,
,AT5G45350.2,,,,,,,,,,,,,
,AT3G06950.1,,,,,,,,,,,,,
,AT1G34520.1,,,,,,,,,,,,,
,AT3G48340.1,,,,,,,,,,,,,
,AT4G13220.1,,,,,,,,,,,,,
,AT1G67710.1,,,,,,,,,,,,,
,AT4G20230.1,,,,,,,,,,,,,
,AT1G49500.1,,,,,,,,,,,,,
,AT5G49660.1,,,,,,,,,,,,,
,AT1G63610.1,,,,,,,,,,,,,
,AT3G03830.1,,,,,,,,,,,,,
,AT5G46730.2,,,,,,,,,,,,,
,AT1G63610.2,,,,,,,,,,,,,
,AT2G23630.1,,,,,,,,,,,,,
,AT3G10000.1,,,,,,,,,,,,,
,AT4G05470.1,,,,,,,,,,,,,
,AT3G10000.2,,,,,,,,,,,,,
,AT3G15359.1,,,,,,,,,,,,,
,AT5G46090.1,,,,,,,,,,,,,
,AT5G56260.1,,,,,,,,,,,,,
,AT1G63030.2,,,,,,,,,,,,,
,AT3G49950.1,,,,,,,,,,,,,
,AT5G27345.1,,,,,,,,,,,,,
,AT3G04030.2,,,,,,,,,,,,,
,AT3G04030.3,,,,,,,,,,,,,
,AT4G37890.1,,,,,,,,,,,,,
,AT3G07670.1,,,,,,,,,,,,,
,AT5G51000.1,,,,,,,,,,,,,
,AT1G75410.2,,,,,,,,,,,,,
,AT4G38870.1,,,,,,,,,,,,,
,AT2G10440.1,,,,,,,,,,,,,
,AT3G26742.1,,,,,,,,,,,,,
,AT4G28940.1,,,,,,,,,,,,,
,AT3G59480.1,,,,,,,,,,,,,
,AT4G09770.2,,,,,,,,,,,,,
,AT3G46610.1,,,,,,,,,,,,,
,AT5G57190.1,,,,,,,,,,,,,
,AT1G72870.1,,,,,,,,,,,,,
,AT4G38225.3,,,,,,,,,,,,,
,AT5G47950.1,,,,,,,,,,,,,
,AT1G06690.1,,,,,,,,,,,,,
,AT3G52340.3,,,,,,,,,,,,,
,AT1G27045.1,,,,,,,,,,,,,
,AT5G25620.2,,,,,,,,,,,,,
,AT4G28500.1,,,,,,,,,,,,,
,AT5G28010.1,,,,,,,,,,,,,
,AT1G68940.3,,,,,,,,,,,,,
,AT2G15830.1,,,,,,,,,,,,,
,AT4G01735.1,,,,,,,,,,,,,
,AT4G09300.1,,,,,,,,,,,,,
,AT2G20725.1,,,,,,,,,,,,,
,AT2G01008.1,,,,,,,,,,,,,
,AT5G18590.1,,,,,,,,,,,,,
,AT5G26280.2,,,,,,,,,,,,,
,AT3G04030.1,,,,,,,,,,,,,
,AT5G18590.2,,,,,,,,,,,,,
,AT1G66330.1,,,,,,,,,,,,,
,ATCG01240.1,,,,,,,,,,,,,
,AT1G65910.1,,,,,,,,,,,,,
,AT1G05570.2,,,,,,,,,,,,,
,AT3G53310.1,,,,,,,,,,,,,
,AT1G51950.1,,,,,,,,,,,,,
,AT1G05570.1,,,,,,,,,,,,,
,AT3G52340.1,,,,,,,,,,,,,
,AT2G35710.2,,,,,,,,,,,,,
,AT1G66330.2,,,,,,,,,,,,,
,AT5G25620.1,,,,,,,,,,,,,
,AT3G22415.1,,,,,,,,,,,,,
,AT5G38290.2,,,,,,,,,,,,,
,AT3G23290.2,,,,,,,,,,,,,
,AT1G57850.2,,,,,,,,,,,,,
,AT2G02610.1,,,,,,,,,,,,,
,AT5G46730.1,,,,,,,,,,,,,
,AT3G17998.1,,,,,,,,,,,,,
,AT3G18000.1,,,,,,,,,,,,,
,AT2G41300.1,,,,,,,,,,,,,
,AT2G01660.2,,,,,,,,,,,,,
,AT4G05430.1,,,,,,,,,,,,,
,AT1G26208.2,,,,,,,,,,,,,
,AT4G30460.1,,,,,,,,,,,,,
,AT1G68940.2,,,,,,,,,,,,,
,AT3G13960.1,,,,,,,,,,,,,
,AT3G32990.1,,,,,,,,,,,,,
,AT2G25220.2,,,,,,,,,,,,,
,AT4G33880.1,,,,,,,,,,,,,
,AT5G35425.1,,,,,,,,,,,,,
,AT5G07580.1,,,,,,,,,,,,,
,AT4G29070.2,,,,,,,,,,,,,
,AT2G42900.1,,,,,,,,,,,,,
,AT1G48500.1,,,,,,,,,,,,,
,AT5G61600.1,,,,,,,,,,,,,
,AT1G35170.1,,,,,,,,,,,,,
,AT1G33890.1,,,,,,,,,,,,,
,AT3G05610.1,,,,,,,,,,,,,
,AT1G68940.1,,,,,,,,,,,,,
,AT1G48500.2,,,,,,,,,,,,,
,AT3G09540.1,,,,,,,,,,,,,
,AT1G26820.1,,,,,,,,,,,,,
,AT2G01880.1,,,,,,,,,,,,,
,AT2G15620.1,,,,,,,,,,,,,
,AT4G09770.1,,,,,,,,,,,,,
,AT1G73810.1,,,,,,,,,,,,,
,AT1G27610.1,,,,,,,,,,,,,
,AT1G75410.1,,,,,,,,,,,,,
,AT1G30110.1,,,,,,,,,,,,,
,AT4G10780.1,,,,,,,,,,,,,
,AT3G57520.3,,,,,,,,,,,,,
,AT3G45640.1,,,,,,,,,,,,,
,AT1G13130.1,,,,,,,,,,,,,
,AT4G20160.1,,,,,,,,,,,,,
,AT5G03680.1,,,,,,,,,,,,,
,AT4G37310.1,,,,,,,,,,,,,
,AT1G75720.2,,,,,,,,,,,,,
,AT2G25220.1,,,,,,,,,,,,,
,AT2G13350.1,,,,,,,,,,,,,
,AT5G54585.1,,,,,,,,,,,,,
,AT2G16310.1,,,,,,,,,,,,,
,AT1G79700.2,,,,,,,,,,,,,
,AT2G23200.1,,,,,,,,,,,,,
,AT5G53740.1,,,,,,,,,,,,,
,AT1G15840.1,,,,,,,,,,,,,
,AT2G28120.1,,,,,,,,,,,,,
,AT3G25180.1,,,,,,,,,,,,,
,AT4G39320.1,,,,,,,,,,,,,
,AT4G32650.1,,,,,,,,,,,,,
,AT3G04230.1,,,,,,,,,,,,,
,AT3G16690.1,,,,,,,,,,,,,
,AT1G58180.4,,,,,,,,,,,,,
,AT1G04370.1,,,,,,,,,,,,,
,AT2G09589.1,,,,,,,,,,,,,
,AT5G05160.1,,,,,,,,,,,,,
,AT1G58180.2,,,,,,,,,,,,,
,AT2G39420.1,,,,,,,,,,,,,
,AT4G15400.1,,,,,,,,,,,,,
,AT4G32650.3,,,,,,,,,,,,,
,AT2G22200.1,,,,,,,,,,,,,
,AT5G06320.1,,,,,,,,,,,,,
,AT2G24762.1,,,,,,,,,,,,,
,AT1G51330.1,,,,,,,,,,,,,
,AT3G20760.1,,,,,,,,,,,,,
,AT4G04980.1,,,,,,,,,,,,,
,AT1G58180.1,,,,,,,,,,,,,
,AT1G58180.3,,,,,,,,,,,,,
,AT3G57520.1,,,,,,,,,,,,,
,AT3G57520.2,,,,,,,,,,,,,
,AT3G05410.2,,,,,,,,,,,,,
,AT5G02890.1,,,,,,,,,,,,,
,AT1G02950.3,,,,,,,,,,,,,
,AT4G37890.2,,,,,,,,,,,,,
,AT3G55500.1,,,,,,,,,,,,,
,AT4G11320.1,,,,,,,,,,,,,
,AT2G20142.1,,,,,,,,,,,,,
,AT4G19510.2,,,,,,,,,,,,,
,AT2G39190.1,,,,,,,,,,,,,
,AT3G07620.1,,,,,,,,,,,,,
,AT1G31320.1,,,,,,,,,,,,,
,AT2G39190.2,,,,,,,,,,,,,
,AT1G12410.1,,,,,,,,,,,,,
,AT1G52820.1,,,,,,,,,,,,,
,AT3G52450.1,,,,,,,,,,,,,
,AT5G17650.1,,,,,,,,,,,,,
,AT3G11750.1,,,,,,,,,,,,,
,AT5G38290.1,,,,,,,,,,,,,
,AT2G17710.1,,,,,,,,,,,,,
,AT3G53700.1,,,,,,,,,,,,,
,AT2G44650.1,,,,,,,,,,,,,
,AT3G60180.1,,,,,,,,,,,,,
,AT4G21215.2,,,,,,,,,,,,,
,AT3G05410.1,,,,,,,,,,,,,
,AT5G45350.1,,,,,,,,,,,,,
,AT5G57010.1,,,,,,,,,,,,,
,AT3G04200.1,,,,,,,,,,,,,
,AT4G08860.1,,,,,,,,,,,,,
,AT4G21215.1,,,,,,,,,,,,,
,AT4G01330.1,,,,,,,,,,,,,
,AT5G55570.1,,,,,,,,,,,,,
,AT3G55810.1,,,,,,,,,,,,,
,AT5G09805.1,,,,,,,,,,,,,
,AT2G44578.1,,,,,,,,,,,,,
,AT1G27620.1,,,,,,,,,,,,,
,AT1G02150.1,,,,,,,,,,,,,
,AT4G10000.1,,,,,,,,,,,,,
,AT1G02575.1,,,,,,,,,,,,,
,AT4G19510.1,,,,,,,,,,,,,
,AT5G62240.1,,,,,,,,,,,,,
,AT3G60180.2,,,,,,,,,,,,,
,AT1G72890.2,,,,,,,,,,,,,
,AT2G17240.1,,,,,,,,,,,,,
,AT2G03500.1,,,,,,,,,,,,,
,AT4G32650.2,,,,,,,,,,,,,
,AT2G21880.1,,,,,,,,,,,,,
,AT4G14230.1,,,,,,,,,,,,,
,AT4G17905.1,,,,,,,,,,,,,
,AT5G40160.1,,,,,,,,,,,,,
,AT1G63030.1,,,,,,,,,,,,,
,AT2G45170.1,,,,,,,,,,,,,
,AT1G30140.1,,,,,,,,,,,,,
,AT2G02000.1,,,,,,,,,,,,,
,AT2G21880.2,,,,,,,,,,,,,
,AT4G36810.1,,,,,,,,,,,,,
,AT3G14680.1,,,,,,,,,,,,,
,AT4G00730.2,,,,,,,,,,,,,
,AT5G28145.1,,,,,,,,,,,,,
,AT1G08740.1,,,,,,,,,,,,,
,AT3G48560.1,,,,,,,,,,,,,
,AT3G51190.1,,,,,,,,,,,,,
,AT5G49138.1,,,,,,,,,,,,,
,AT4G31650.1,,,,,,,,,,,,,
,AT5G48290.1,,,,,,,,,,,,,
,AT4G22160.1,,,,,,,,,,,,,
,AT1G53560.1,,,,,,,,,,,,,
,AT1G14630.1,,,,,,,,,,,,,
,AT4G32860.1,,,,,,,,,,,,,
,AT2G21920.1,,,,,,,,,,,,,
,AT5G60260.1,,,,,,,,,,,,,
,AT1G79700.1,,,,,,,,,,,,,
,AT3G62090.3,,,,,,,,,,,,,
,AT4G03070.1,,,,,,,,,,,,,
,AT4G10000.2,,,,,,,,,,,,,
,AT3G48058.1,,,,,,,,,,,,,
,AT2G34540.2,,,,,,,,,,,,,
,AT3G15111.1,,,,,,,,,,,,,
,AT3G46470.1,,,,,,,,,,,,,
,AT4G08850.2,,,,,,,,,,,,,
,AT4G17490.1,,,,,,,,,,,,,
,AT3G60290.1,,,,,,,,,,,,,
,AT1G18879.1,,,,,,,,,,,,,
,AT1G11250.1,,,,,,,,,,,,,
,AT4G08770.1,,,,,,,,,,,,,
,AT1G52240.1,,,,,,,,,,,,,
,AT3G24130.1,,,,,,,,,,,,,
,AT4G10830.1,,,,,,,,,,,,,
,AT3G44940.1,,,,,,,,,,,,,
,AT2G20020.1,,,,,,,,,,,,,
,AT1G68480.1,,,,,,,,,,,,,
,AT1G54980.1,,,,,,,,,,,,,
,AT2G05960.1,,,,,,,,,,,,,
,AT3G25080.1,,,,,,,,,,,,,
,AT4G32940.1,,,,,,,,,,,,,
,AT2G03850.1,,,,,,,,,,,,,
,AT2G36650.1,,,,,,,,,,,,,
,AT5G12910.1,,,,,,,,,,,,,
,AT4G15290.1,,,,,,,,,,,,,
,AT5G64080.1,,,,,,,,,,,,,
,AT5G19970.1,,,,,,,,,,,,,
,AT5G02390.2,,,,,,,,,,,,,
,AT2G33250.1,,,,,,,,,,,,,
,AT5G45540.1,,,,,,,,,,,,,
,AT2G24240.1,,,,,,,,,,,,,
,AT2G46430.2,,,,,,,,,,,,,
,AT5G11590.1,,,,,,,,,,,,,
,AT4G08850.1,,,,,,,,,,,,,
,AT5G16240.1,,,,,,,,,,,,,
,AT1G53633.1,,,,,,,,,,,,,
,AT3G13090.1,,,,,,,,,,,,,
,AT5G64080.2,,,,,,,,,,,,,
,AT2G31840.1,,,,,,,,,,,,,
,AT1G02950.2,,,,,,,,,,,,,
,AT1G02950.4,,,,,,,,,,,,,
,AT5G35780.1,,,,,,,,,,,,,
,AT5G23510.1,,,,,,,,,,,,,
,AT1G30210.2,,,,,,,,,,,,,
,AT2G02130.1,,,,,,,,,,,,,
,AT1G02950.1,,,,,,,,,,,,,
,AT5G06510.2,,,,,,,,,,,,,
,AT4G18975.4,,,,,,,,,,,,,
,AT4G01330.2,,,,,,,,,,,,,
,AT4G27654.1,,,,,,,,,,,,,
,AT1G11655.1,,,,,,,,,,,,,
,AT4G26701.1,,,,,,,,,,,,,
,AT4G00730.1,,,,,,,,,,,,,
,AT2G40480.1,,,,,,,,,,,,,
,AT5G01370.1,,,,,,,,,,,,,
,AT1G03740.2,,,,,,,,,,,,,
,AT2G31570.1,,,,,,,,,,,,,
,AT2G30010.1,,,,,,,,,,,,,
,AT5G39220.1,,,,,,,,,,,,,
,AT5G40900.1,,,,,,,,,,,,,
,AT3G18670.1,,,,,,,,,,,,,
,AT3G22570.1,,,,,,,,,,,,,
,AT4G26860.1,,,,,,,,,,,,,
,AT3G07700.3,,,,,,,,,,,,,
,AT3G09960.1,,,,,,,,,,,,,
,AT3G56080.1,,,,,,,,,,,,,
,AT4G26860.2,,,,,,,,,,,,,
,AT1G19570.1,,,,,,,,,,,,,
,AT4G38560.1,,,,,,,,,,,,,
,AT4G38560.2,,,,,,,,,,,,,
,AT1G19570.2,,,,,,,,,,,,,
,AT5G46130.1,,,,,,,,,,,,,
,AT3G53140.1,,,,,,,,,,,,,
,AT2G34940.1,,,,,,,,,,,,,
,AT1G61360.2,,,,,,,,,,,,,
,AT5G11480.1,,,,,,,,,,,,,
,AT3G04960.2,,,,,,,,,,,,,
,AT4G18975.2,,,,,,,,,,,,,
,AT4G18975.3,,,,,,,,,,,,,
,AT2G45450.1,,,,,,,,,,,,,
,AT1G11740.1,,,,,,,,,,,,,
,AT5G12860.2,,,,,,,,,,,,,
,AT5G59920.1,,,,,,,,,,,,,
,AT2G15370.1,,,,,,,,,,,,,
,AT2G44110.2,,,,,,,,,,,,,
,AT1G11440.1,,,,,,,,,,,,,
,AT1G30210.1,,,,,,,,,,,,,
,AT5G12860.1,,,,,,,,,,,,,
,AT1G62250.1,,,,,,,,,,,,,
,AT1G70860.1,,,,,,,,,,,,,
,AT3G01990.1,,,,,,,,,,,,,
,AT2G44110.1,,,,,,,,,,,,,
,AT3G19010.2,,,,,,,,,,,,,
,AT4G37330.1,,,,,,,,,,,,,
,AT5G49280.1,,,,,,,,,,,,,
,AT1G16070.2,,,,,,,,,,,,,
,AT1G03055.2,,,,,,,,,,,,,
,AT5G55110.1,,,,,,,,,,,,,
,AT1G62960.1,,,,,,,,,,,,,
,AT2G46430.1,,,,,,,,,,,,,
,AT2G34540.1,,,,,,,,,,,,,
,AT1G16070.1,,,,,,,,,,,,,
,AT1G18871.1,,,,,,,,,,,,,
,AT5G36930.1,,,,,,,,,,,,,
,AT2G45170.2,,,,,,,,,,,,,
,AT2G16750.1,,,,,,,,,,,,,
,AT4G18975.1,,,,,,,,,,,,,
,AT1G06923.1,,,,,,,,,,,,,
,AT4G24860.1,,,,,,,,,,,,,
,AT2G31585.2,,,,,,,,,,,,,
,AT2G31585.1,,,,,,,,,,,,,
,AT4G34290.1,,,,,,,,,,,,,
,AT5G36930.2,,,,,,,,,,,,,
,AT1G03740.1,,,,,,,,,,,,,
,AT5G04370.1,,,,,,,,,,,,,
,AT5G45390.1,,,,,,,,,,,,,
,AT5G48290.2,,,,,,,,,,,,,
,AT3G58140.1,,,,,,,,,,,,,
,AT4G03110.2,,,,,,,,,,,,,
,AT1G20180.2,,,,,,,,,,,,,
,AT4G03110.1,,,,,,,,,,,,,
,AT5G16660.1,,,,,,,,,,,,,
,AT1G62250.2,,,,,,,,,,,,,
,AT1G02770.1,,,,,,,,,,,,,
,AT4G20960.1,,,,,,,,,,,,,
,AT3G47050.1,,,,,,,,,,,,,
,AT3G47050.2,,,,,,,,,,,,,
,AT4G23520.1,,,,,,,,,,,,,
,AT1G47280.1,,,,,,,,,,,,,
,AT3G62490.1,,,,,,,,,,,,,
,ATCG00500.1,,,,,,,,,,,,,
,AT3G61990.1,,,,,,,,,,,,,
,AT1G74440.1,,,,,,,,,,,,,
,AT3G19010.3,,,,,,,,,,,,,
,AT3G19010.1,,,,,,,,,,,,,
,AT1G52790.1,,,,,,,,,,,,,
,AT5G05320.1,,,,,,,,,,,,,
,AT3G49780.1,,,,,,,,,,,,,
,AT5G16660.2,,,,,,,,,,,,,
,AT4G16460.3,,,,,,,,,,,,,
,AT2G33810.1,,,,,,,,,,,,,
,AT5G14180.1,,,,,,,,,,,,,
,AT1G53890.3,,,,,,,,,,,,,
,AT3G28980.1,,,,,,,,,,,,,
,AT4G21860.2,,,,,,,,,,,,,
,AT3G45410.1,,,,,,,,,,,,,
,AT4G24890.1,,,,,,,,,,,,,
,AT2G35850.1,,,,,,,,,,,,,
,AT1G75390.2,,,,,,,,,,,,,
,AT1G63820.1,,,,,,,,,,,,,
,AT1G15290.1,,,,,,,,,,,,,
,AT1G75250.1,,,,,,,,,,,,,
,AT1G73805.1,,,,,,,,,,,,,
,AT1G20180.1,,,,,,,,,,,,,
,AT3G28910.1,,,,,,,,,,,,,
,AT1G78480.1,,,,,,,,,,,,,
,AT4G00890.1,,,,,,,,,,,,,
,AT4G37895.1,,,,,,,,,,,,,
,AT5G43380.1,,,,,,,,,,,,,
,AT1G19780.1,,,,,,,,,,,,,
,AT2G26410.1,,,,,,,,,,,,,
,AT1G70710.1,,,,,,,,,,,,,
,AT3G05741.1,,,,,,,,,,,,,
,AT1G77400.1,,,,,,,,,,,,,
,AT5G02460.1,,,,,,,,,,,,,
,AT2G03090.1,,,,,,,,,,,,,
,AT3G62090.1,,,,,,,,,,,,,
,AT2G45350.1,,,,,,,,,,,,,
,AT4G04830.1,,,,,,,,,,,,,
,AT5G53970.1,,,,,,,,,,,,,
,AT3G07700.1,,,,,,,,,,,,,
,AT2G19410.1,,,,,,,,,,,,,
,AT1G03055.1,,,,,,,,,,,,,
,AT2G41430.3,,,,,,,,,,,,,
,AT5G44590.1,,,,,,,,,,,,,
,AT1G59740.1,,,,,,,,,,,,,
,AT5G10040.1,,,,,,,,,,,,,
,AT4G23493.1,,,,,,,,,,,,,
,AT1G28591.1,,,,,,,,,,,,,
,AT1G44350.1,,,,,,,,,,,,,
,AT1G50130.1,,,,,,,,,,,,,
,AT1G64370.1,,,,,,,,,,,,,
,AT1G26770.1,,,,,,,,,,,,,
,AT1G34041.1,,,,,,,,,,,,,
,AT1G77860.1,,,,,,,,,,,,,
,AT2G41430.2,,,,,,,,,,,,,
,AT5G41920.1,,,,,,,,,,,,,
,AT4G21860.1,,,,,,,,,,,,,
,AT4G19960.2,,,,,,,,,,,,,
,AT3G19320.1,,,,,,,,,,,,,
,AT2G41430.4,,,,,,,,,,,,,
,AT4G21860.3,,,,,,,,,,,,,
,AT3G48346.1,,,,,,,,,,,,,
,AT5G16180.1,,,,,,,,,,,,,
,AT5G60900.1,,,,,,,,,,,,,
,AT4G19960.1,,,,,,,,,,,,,
,AT1G53520.1,,,,,,,,,,,,,
,AT4G01820.1,,,,,,,,,,,,,
,AT1G73470.1,,,,,,,,,,,,,
,AT1G73470.3,,,,,,,,,,,,,
,AT2G41430.5,,,,,,,,,,,,,
,AT1G75388.1,,,,,,,,,,,,,
,AT1G75390.1,,,,,,,,,,,,,
,AT4G07800.1,,,,,,,,,,,,,
,AT2G31160.1,,,,,,,,,,,,,
,AT3G22886.1,,,,,,,,,,,,,
,AT2G41430.1,,,,,,,,,,,,,
,AT5G44000.1,,,,,,,,,,,,,
,AT5G46350.1,,,,,,,,,,,,,
,AT4G20270.1,,,,,,,,,,,,,
,AT2G18490.1,,,,,,,,,,,,,
,AT3G15650.2,,,,,,,,,,,,,
,AT3G03710.1,,,,,,,,,,,,,
,AT5G04370.2,,,,,,,,,,,,,
,AT1G24485.3,,,,,,,,,,,,,
,AT1G67860.1,,,,,,,,,,,,,
,AT1G51460.1,,,,,,,,,,,,,
,AT1G11915.1,,,,,,,,,,,,,
,AT1G80830.1,,,,,,,,,,,,,
,AT2G09970.1,,,,,,,,,,,,,
,AT4G01010.1,,,,,,,,,,,,,
,AT4G16620.1,,,,,,,,,,,,,
,AT1G16310.1,,,,,,,,,,,,,
,AT1G26218.1,,,,,,,,,,,,,
,AT1G49730.4,,,,,,,,,,,,,
,AT4G20760.1,,,,,,,,,,,,,
,AT2G45770.2,,,,,,,,,,,,,
,AT2G47930.1,,,,,,,,,,,,,
,AT1G10460.1,,,,,,,,,,,,,
,AT2G47590.1,,,,,,,,,,,,,
,AT5G02240.1,,,,,,,,,,,,,
,AT4G25300.1,,,,,,,,,,,,,
,AT1G75180.2,,,,,,,,,,,,,
,AT3G62090.2,,,,,,,,,,,,,
,AT5G24770.1,,,,,,,,,,,,,
,AT2G22290.1,,,,,,,,,,,,,
,AT5G12330.2,,,,,,,,,,,,,
,AT2G15820.1,,,,,,,,,,,,,
,AT5G55170.1,,,,,,,,,,,,,
,AT1G66820.1,,,,,,,,,,,,,
,AT2G28720.1,,,,,,,,,,,,,
,AT1G31335.1,,,,,,,,,,,,,
,AT1G49730.2,,,,,,,,,,,,,
,AT2G26380.1,,,,,,,,,,,,,
,AT1G49730.3,,,,,,,,,,,,,
,AT5G23510.2,,,,,,,,,,,,,
,AT3G44260.1,,,,,,,,,,,,,
,AT3G42180.3,,,,,,,,,,,,,
,AT5G06510.1,,,,,,,,,,,,,
,AT1G16515.1,,,,,,,,,,,,,
,AT3G15650.1,,,,,,,,,,,,,
,AT4G02130.2,,,,,,,,,,,,,
,AT4G04830.2,,,,,,,,,,,,,
,AT3G05320.1,,,,,,,,,,,,,
,AT1G24485.1,,,,,,,,,,,,,
,AT1G24485.2,,,,,,,,,,,,,
,AT4G36808.1,,,,,,,,,,,,,
,AT2G47680.1,,,,,,,,,,,,,
,AT1G49210.1,,,,,,,,,,,,,
,AT4G37040.1,,,,,,,,,,,,,
,AT1G15510.1,,,,,,,,,,,,,
,AT3G12520.2,,,,,,,,,,,,,
,AT5G66660.1,,,,,,,,,,,,,
,AT3G45710.1,,,,,,,,,,,,,
,AT2G17890.1,,,,,,,,,,,,,
,AT1G64210.1,,,,,,,,,,,,,
,AT4G01450.2,,,,,,,,,,,,,
,AT4G01450.1,,,,,,,,,,,,,
,AT4G18980.1,,,,,,,,,,,,,
,AT5G57340.1,,,,,,,,,,,,,
,AT5G64580.1,,,,,,,,,,,,,
,AT1G66150.1,,,,,,,,,,,,,
,AT3G20270.3,,,,,,,,,,,,,
,AT1G10150.1,,,,,,,,,,,,,
,AT3G12520.1,,,,,,,,,,,,,
,AT4G36240.1,,,,,,,,,,,,,
,AT5G43380.3,,,,,,,,,,,,,
,AT5G49015.1,,,,,,,,,,,,,
,AT1G67840.1,,,,,,,,,,,,,
,AT1G67840.2,,,,,,,,,,,,,
,AT5G66470.1,,,,,,,,,,,,,
,AT5G04880.1,,,,,,,,,,,,,
,AT1G76220.1,,,,,,,,,,,,,
,AT1G78200.1,,,,,,,,,,,,,
,AT1G20630.1,,,,,,,,,,,,,
,AT5G02390.1,,,,,,,,,,,,,
,AT5G39930.1,,,,,,,,,,,,,
,AT1G79470.1,,,,,,,,,,,,,
,AT3G02140.1,,,,,,,,,,,,,
,AT4G15150.1,,,,,,,,,,,,,
,ATMG01200.1,,,,,,,,,,,,,
,AT5G01320.1,,,,,,,,,,,,,
,AT4G01450.3,,,,,,,,,,,,,
,AT2G33815.1,,,,,,,,,,,,,
,AT1G75180.1,,,,,,,,,,,,,
,AT1G62422.1,,,,,,,,,,,,,
,AT5G22510.1,,,,,,,,,,,,,
,AT4G25300.2,,,,,,,,,,,,,
,AT5G45490.2,,,,,,,,,,,,,
,AT5G64170.1,,,,,,,,,,,,,
,AT3G04960.4,,,,,,,,,,,,,
,AT4G18630.1,,,,,,,,,,,,,
,AT2G25409.1,,,,,,,,,,,,,
,AT1G16750.1,,,,,,,,,,,,,
,AT1G09960.1,,,,,,,,,,,,,
,AT4G39955.1,,,,,,,,,,,,,
,AT3G07700.2,,,,,,,,,,,,,
,AT4G37000.1,,,,,,,,,,,,,
,AT5G64170.2,,,,,,,,,,,,,
,AT1G78980.1,,,,,,,,,,,,,
,AT1G14480.2,,,,,,,,,,,,,
,AT1G07650.2,,,,,,,,,,,,,
,AT2G45135.1,,,,,,,,,,,,,
,AT5G24165.1,,,,,,,,,,,,,
,AT5G63060.1,,,,,,,,,,,,,
,AT3G12730.1,,,,,,,,,,,,,
,AT2G47560.1,,,,,,,,,,,,,
,AT2G41370.1,,,,,,,,,,,,,
,AT5G02600.2,,,,,,,,,,,,,
,AT4G04750.1,,,,,,,,,,,,,
,AT2G14760.1,,,,,,,,,,,,,
,AT2G14760.3,,,,,,,,,,,,,
,AT5G43380.2,,,,,,,,,,,,,
,AT5G02260.1,,,,,,,,,,,,,
,AT4G22160.2,,,,,,,,,,,,,
,AT1G07650.1,,,,,,,,,,,,,
,AT4G28430.1,,,,,,,,,,,,,
,AT3G23430.1,,,,,,,,,,,,,
,AT5G63530.1,,,,,,,,,,,,,
,AT2G23808.1,,,,,,,,,,,,,
,AT2G45770.1,,,,,,,,,,,,,
,AT5G49170.1,,,,,,,,,,,,,
,AT1G67070.1,,,,,,,,,,,,,
,AT2G40400.1,,,,,,,,,,,,,
,AT3G28330.1,,,,,,,,,,,,,
,AT2G25737.1,,,,,,,,,,,,,
,AT1G33320.1,,,,,,,,,,,,,
,AT5G03435.1,,,,,,,,,,,,,
,AT5G20280.1,,,,,,,,,,,,,
,AT4G09432.1,,,,,,,,,,,,,
,AT5G43550.1,,,,,,,,,,,,,
,AT2G36430.1,,,,,,,,,,,,,
,AT5G44350.1,,,,,,,,,,,,,
,AT1G16130.1,,,,,,,,,,,,,
,AT3G04960.1,,,,,,,,,,,,,
,AT3G25930.1,,,,,,,,,,,,,
,AT1G26730.1,,,,,,,,,,,,,
,AT1G19640.1,,,,,,,,,,,,,
,AT3G21360.1,,,,,,,,,,,,,
,AT3G60390.1,,,,,,,,,,,,,
,AT1G56190.2,,,,,,,,,,,,,
,AT4G25700.2,,,,,,,,,,,,,
,AT3G57670.1,,,,,,,,,,,,,
,AT2G36470.1,,,,,,,,,,,,,
,AT5G63710.1,,,,,,,,,,,,,
,AT3G29230.1,,,,,,,,,,,,,
,AT5G45960.1,,,,,,,,,,,,,
,AT4G00300.1,,,,,,,,,,,,,
